name,store,price,evaluate_num
小米（MI） 小米 MAX2 4G 金色 全网通（4G+64G）,聚捷联盛手机旗舰店,￥1325.00,1900+条评价
纽曼（Newman） F9 移动/联通2G 翻盖老人 双卡双待 玫瑰金,谷鸽专营店,￥168.00,5100+条评价
小米（MI） 小米(MI) 红米5Plus  浅蓝色 全网通(4G RAM + 64G ROM)标准版,茄子手机旗舰店,￥1068.00,900+条评价
OPPO 【已降200】 A73高配版 全网通 双卡双待 4G+64G内存版 香槟色 全网通,OPPO酷炫手机专卖店,￥1599.00,400+条评价
迪美（DIMI） 7s 智能 全网通 移动联通电信4G 双卡双待 土豪金,建业盛林专营店,￥399.00,2100+条评价
纽曼（Newman） 纽曼 X6 老人 移动联通2G老年机 双卡双待 黑色,易为理想手机专营店,￥89.00,4100+条评价
魅族（MEIZU） 魅蓝Note6  曜石黑 全网通(3G+32G),牧申手机旗舰店,￥759.00,1.6万+条评价
小米（MI） 红米5 全网通 4G智能 双卡双待 浅蓝色 3GRAM+32GROM,OKSJ手机旗舰店,￥838.00,300+条评价
华为（HUAWEI） Mate10 全面屏  亮黑色 全网通(6G+128G),掌视界数码旗舰店,￥4199.00,3400+条评价
小米（MI） 小米5X  金色 全网通(4G RAM + 64G ROM)标准版,茄子手机旗舰店,￥1249.00,4400+条评价
飞利浦（PHILIPS） E186A 移动联通 学生老人 超长待机 皇家蓝,酷威手机专营店,￥179.00,500+条评价
Apple iPhone X移动联通电信4G国行正品现货速发人脸识别 银色 64G,友格通讯专营店,￥7498.00,100+条评价
华为（HUAWEI） 荣耀V9play  极光蓝 全网通4G(4G+32G) 标配,澳飞华宇手机专营店,￥1059.00,100+条评价
魅族（MEIZU） 魅族6 魅蓝6 4G 香槟金 全网通(3G RAM+32G ROM)高配,牧申手机旗舰店,￥633.00,3700+条评价
AGM X2 全网通4G 户外三防智能 双卡双待 精英版 6G+64G,AGM手机官方旗舰店,￥2999.00,2600+条评价
360 N6 Lite双卡双待 星空黑 全网通（4G+32G）,聚捷联盛手机旗舰店,￥855.00,1100+条评价
一加 5T  OnePlus5T 星辰黑 全网通（6G+64G）,聚捷联盛手机旗舰店,￥3188.00,5条评价
优购（UooGou） F8全网通 3GB+32GB 移动联通电信4G智能一体机 双卡双待 金色,随行手机专营店,￥559.00,200+条评价
锤子（smartisan） 锤子 坚果3  炫黑色 （特别版） 全网通 4G+128G,易道手机专营店,￥1999.00,400+条评价
华为（HUAWEI） 荣耀9青春版 魅海蓝 全网通高配版（4G+32G）,谷高数码手机专营店,￥1199.00,50+条评价
华为（HUAWEI） 荣耀V9 play 全网通4G智能 铂光金 高配版（4G+32G）,OKSJ手机旗舰店,￥1088.00,5800+条评价
优思（Uniscope） US1 移动联通2G 三防老人 迷彩,深圳有福手机专营店,￥128.00,100+条评价
360  N6 Lite 全网通 4G智能 双卡双待 璀璨金 4GRAM+32GROM,OKSJ手机旗舰店,￥868.00,1100+条评价
Apple 苹果 iPhone 8 Plus 全网通4G 深空灰 公开(64G)标配,融一手机专营店,￥5568.00,1600+条评价
索尼（SONY） Xperia XA2 Ultra H4233 骁龙630 4GB+64GB 黑色 移动联通双4G,索尼手机京东官方自营店,￥2699.00,1700+条评价
Vilovo 唯爱 F6 移动/联通 翻盖老人双卡双待 键盘手写 金色,异维手机专营店,￥168.00,300+条评价
小米（MI） 红米note5 全面屏 金色  全网通(4G+64G),鹏瑶手机专营店,￥1225.00,1200+条评价
欧博信（OBXIN） OX PLUS 全网通4G智能 2+16G 移动联通电信指纹解锁一体机 极光蓝,博力杰手机专营店,￥499.00,80+条评价
赛博宇华（SOP） P9 全网通4G 4+64GB大内存 指纹解锁 后置双摄拍照更美 深海蓝,sop手机旗舰店,￥599.00,1200+条评价
Apple 苹果  iPhone8 全网通4G 金色 64GB,爵臻手机专营店,￥4555.00,400+条评价
欧博信（OBXIN） OX PLUS 全网通4G智能 2+16G 移动联通电信指纹解锁一体机 极光蓝,博力杰手机专营店,￥499.00,80+条评价
赛博宇华（SOP） P9 全网通4G 4+64GB大内存 指纹解锁 后置双摄拍照更美 深海蓝,sop手机旗舰店,￥599.00,1200+条评价
Apple 苹果  iPhone8 全网通4G 金色 64GB,爵臻手机专营店,￥4555.00,400+条评价
纽曼（Newman） L66 移动/联通 老人 红色,鹏宇佳业手机专营店,￥69.00,4300+条评价
华为（HUAWEI） 荣耀8青春版 全网通4G智能 双卡双待 流光金 4G +64G 尊享版,优爱特手机旗舰店,￥1399.00,1200+条评价
中兴（ZTE） S36 移动4G 双卡双待 智能 金色,易道手机专营店,￥273.00,800+条评价
华为 （HUAWEI）畅享8Plus 前后双摄4G 金色 全网通（4G+64G）,泰业手机专营店,￥1488.00,30+条评价
铂爵（BIOJUET） V7 高端智能商务 轻奢太空精钢 双卡双待 鳄纹皮爵士黑,SONIM手机专营店,￥5999.00,300+条评价
波导（BiRD）A530 翻盖老人 移动/联通版 双卡双待 金色 官方标配,普华手机专营店,￥188.00,400+条评价
索尼（SONY） Xperia XZ Premium G8142 骁龙835 4GB+64GB 炫黑 移动联通双4G,索尼手机京东官方自营店,￥4399.00,1900+条评价
Apple 苹果6  iPhone6  金色 全网通 (32GB),佳沪手机旗舰店,￥1888.00,1.1万+条评价
华为（HUAWEI） P10 Plus 双卡双待 4G 钻雕蓝 全网通（6G+64G）,炜东通信专营店,￥2688.00,300+条评价
京崎（TOOKY） X7 三防 老人机 户外备用机  双卡双待 可当充电宝 黑色,天探手机旗舰店,￥79.00,30+条评价
小米（MI） 小米MAX2 金色 全网通（4GB+64GB）,新松联手机旗舰店,￥1385.00,7100+条评价
纽曼（Newman） F9 移动/联通 翻盖老人 超长待机 男 女 老年 功能机 宝石蓝,致诚信达手机专营店,￥168.00,600+条评价
魅族（MEIZU） 魅族 魅蓝Note6  曜石黑 4G +64G,茄子手机旗舰店,￥1069.00,2400+条评价
小米（MI） 小米 MIX2  黑色 全网通(6G+64G),聚捷联盛手机旗舰店,￥2529.00,1500+条评价
酷派（Coolpad） 5370 全网通4G 智能老人机 双卡双待 锐志金 （2G RAM+16G ROM）,博海宇通手机旗舰店,￥459.00,1200+条评价
魅族（MEIZU） 魅族PRO7 4G 静谧黑 全网通(4G+128G)高配,旭永手机专营店,￥1599.00,200+条评价
酷派（Coolpad） 5267 全网通4G 智能老人机 白色 单卡版全网通4G（1+8G）,莫拉克手机专营店,￥305.00,90+条评价
华为（HUAWEI） 华为畅享7 移动联通电信全网通 4G智能 双卡双待 香槟金 全网通(3G+32G),明日手机专营店,￥878.00,700+条评价
Apple 苹果6 iPhone 6  金色 全网通(32GB),三杰时代手机专营店,￥1869.00,100+条评价
守护宝 （上海中兴）CV19 电信老人 黑色,久汇通数码旗舰店,￥199.00,3100+条评价
小米（MI） 红米4A 移动联通电信4G智能 香槟金,久汇通数码旗舰店,￥588.00,1400+条评价
Apple （苹果） iPhone 7 (A1660)   移动联通电信4G 玫瑰金 全网通（32G ROM）标配,恒大和旗舰店,￥3729.00,100+条评价
海信(Hisense)A2pro 4GB+64GB名仕蓝电子水墨屏阅读 全网通4G 人工智能 双屏双面接听双卡双待,海信手机京东自营旗舰店,￥2299.00,1100+条评价
MANN ZUG 5SQ 全网通4G  户外三防智能 双卡双待 雪花银 2GB+16GB,MANN手机官方旗舰店,￥999.00,1900+条评价
天语（K-TOUCH）N2  移动联通2G 双卡双待 老人 咖啡色,天语手机京东自营官方旗舰店,￥89.00,9900+条评价
纽曼（Newman） 纽曼V1 老人 学生儿童 移动联通老人机 备用机 黑色,纽曼异维专卖店,￥69.00,2.5万+条评价
华为（HUAWEI） 畅享7s 全面屏 黑色 全网通（4G+64G）,聚捷联盛手机旗舰店,￥1218.00,1000+条评价
华为（HUAWEI） 荣耀Note8 移动联通电信全网通 4G双卡双待 智能 铂光金 全网通(4G+64G),明日手机专营店,￥2049.00,800+条评价
华为（HUAWEI） 荣耀7A 畅玩7A  极光蓝  3GB+32GB 全网通,易道手机专营店,￥999.00,400+条评价
诺基亚（NOKIA） 105DS 移动联通2G  双卡双待儿童学生备用功能机老人机老年 新版-黑色,众盛手机专营店,￥159.00,1600+条评价
守护宝 上海中兴 ZTE tech  CV28 电信 直板 老人 典雅红,优佳讯手机专营店,￥199.00,1.6万+条评价
华为（HUAWEI） 荣耀7x  畅玩7X 全面屏 魅焰红 4G+128G（尊享版）,博海宇通手机旗舰店,￥1799.00,80+条评价
SAMSUNG 三星 G9298 领世旗舰8 大器5 双屏翻盖智能 双卡双待 黑色 移动联通双4G(4G+64G),炜东通信专营店,￥9158.00,70+条评价
华为（HUAWEI） 荣耀10 全面屏 游戏 幻影蓝 全网通版 6GB+64G,福气多多通信专营店,￥2699.00,20+条评价
华为（HUAWEI） 荣耀V9Play 幻夜黑 全网通4G(3G+32G) 标配,牧申手机旗舰店,￥988.00,2.2万+条评价
魅族（MEIZU） 魅族E3 魅蓝E3 全面屏 游戏 曜石黑 全网通(6GB+64GB),佳沪手机旗舰店,￥1809.00,900+条评价
VERTU 纬图CONSTELLATION X商务智能 双卡双待全网通4G 特色 高端限量版 灰蓝,VERTU官方旗舰店,￥39800.00,30+条评价
青橙（GreenOrange） 青橙(Greenorange) C3 智能老人 时光金/白 移动联通双4G(1G+8G),佳沪手机旗舰店,￥249.00,200+条评价
华为（HUAWEI） 华为Mate RS 保时捷设计限量版 4G双卡双待（上海可门店自提） 玄黑 全网通（6+256G）,上海盛南连锁通信专营店,￥9999.00,40+条评价
Apple 苹果7 iPhone7 移动联通电信4G  亮黑色 全网通 32GB,华顶聚瑞手机旗舰店,￥3708.00,800+条评价
小米（MI） 小米note3  双卡双待 黑色 全网通(6G+64G),鹏瑶手机专营店,￥1939.00,1400+条评价
美图（meitu） 美图T8s  莫奈粉 全网通(4G+128G),佳沪手机旗舰店,￥3599.00,1200+条评价
魅族（MEIZU） 魅族Pro7  全网通(4+64)静谧黑 官方标配,佳沪手机旗舰店,￥1278.00,500+条评价
酷派（Coolpad） 5267  双卡双待 全网通4G 智能老人机 白色 单卡全网通（1G RAM+8G ROM）,博海宇通手机旗舰店,￥318.00,5100+条评价
华为（HUAWEI） 荣耀10  幻影紫 全网通(6G+128G),爱优创杰手机专营店,￥3099.00,10+条评价
OPPO A57 【已降200再送好礼】3GB+32GB内存版 全网通4G双卡双待 玫瑰金色 官方标配,牧申手机旗舰店,￥1099.00,1.2万+条评价
迪美（DIM）i8 5.0英寸 2+16G内存 移动联通双4G 智能 双卡双待 金色,诺菲手机专营店,￥399.00,1000+条评价
华为（HUAWEI） 荣耀7C 畅玩7C 全面屏 全网通4G智能 极光蓝 高配版（4G+64G）,千瑞达手机旗舰店,￥1299.00,1100+条评价
华为（HUAWEI） 荣耀 V10全网通4G智能 幻夜黑 高配版（6G+64G）,久汇通数码旗舰店,￥2599.00,500+条评价
易百年 Ez602 移动/联通2G老人机 功能机大音量大字体 超长待机 中国红,多田富手机专营店,￥89.00,8500+条评价
华为 HUAWEI P20 AI智慧全面屏全网通移动联通电信4G双卡双待旗舰新上市现货抢购 宝石蓝（现货） 6G+64G,友格通讯专营店,￥3788.00,30+条评价
魅族（MEIZU） 魅蓝5s 双卡双待 指纹解锁 香槟金  全网通4G（3GRAM+16GROM）,久汇通数码旗舰店,￥588.00,4700+条评价
21KE/21克 MC002CT 移动4G/联通2G多功能智能老人 金色,21克京东官方自营旗舰店,￥499.00,1100+条评价
酷派（Coolpad） 标准版(1G+8G) 全网通移动联通电信4G双卡双待 大屏大字体老人智能 灵动白,广中达手机专营店,￥359.00,1100+条评价
小米（MI） 小米6  移动联通电信4G 亮黑 全网通(6G+64G),掌视界数码旗舰店,￥2699.00,400+条评价
小米（MI） 小米5X  香槟金 全网通4G（4G RAM+64G ROM）移动版,牧申手机旗舰店,￥1199.00,1.9万+条评价
华为（HUAWEI） 荣耀9 魅海蓝 全网通4G (4G+64G) 标配,牧申手机旗舰店,￥1899.00,6800+条评价
小米（MI） 红米5A  香槟金 全网通(2G+16G),鹏瑶手机专营店,￥569.00,400+条评价
酷派（Coolpad） 8737A 移动4G+全网通智能老人 双卡双待 全网通版 （2G RAM+16G ROM）,博海宇通手机旗舰店,￥465.00,5000+条评价
魅族（MEIZU） 魅蓝Note6 全网通 曜石黑（3G+32G）,优爱特手机旗舰店,￥839.00,900+条评价
360 N6 Lite  双卡双待 璀璨金 全网通 4GB +32GB,茄子手机旗舰店,￥869.00,200+条评价
索尼（SONY） Xperia XZ1 G8342 3D扫描 HDR高清屏幕 4GB+64GB 月蓝 移动联通双4G,索尼手机京东官方自营店,￥3699.00,3700+条评价
小米（MI） 小米mix2S   全网通 黑色 全网通8GB+256GB,中域电讯旗舰店,￥4099.00,20+条评价
华为（HUAWEI） 荣耀 畅玩7X  全网通4G全面屏 铂光金 4G-32G,恒大和旗舰店,￥1199.00,80+条评价
小米（MI） 小米MAX2  6.44英寸 大屏幕 金色 全网通(4G RAM+128G ROM),华顶聚瑞手机旗舰店,￥1549.00,3600+条评价
华为（HUAWEI） 荣耀8青春版 4G智能 幻海蓝 全网通（4GB+64GB） 标配,华信通手机专营店,￥1299.00,400+条评价
小米（MI） 小米 红米note5A  香槟金高配版 全网通(4G+64G),新松联手机旗舰店,￥999.00,8400+条评价
魅族（MEIZU） 魅族Pro7 Plus  静谧黑 全网通(6G+64G),鹏瑶手机专营店,￥1899.00,300+条评价
小米（MI） 小米6X  曜石黑 全网通（6+128G）,牧申手机旗舰店,￥1999.00,800+条评价
努比亚（nubia） 红魔游戏  全面屏 曜石黑 全网通(6G+64G),鹏瑶手机专营店,￥2999.00,60+条评价
小米（MI） 红米5A 全网通4G智能 铂银灰 2GRAM+16GROM,OKSJ手机旗舰店,￥578.00,90+条评价
小霸王（SUBOR） 学生学习大屏智能机家长远程控制防沉迷远程定位小学初高中课本辅导拍照搜题 土豪金 3+32GB内存,赛美手机专营店,￥999.00,500+条评价
小格雷 S0学生智能儿童学习游戏管控 16G 移动联通电信全网通4G 双卡双待 白色,小格雷官方旗舰店,￥949.00,1600+条评价
小米（MI） 红米5A  香槟金 移动全网通2G+16G),旭永手机专营店,￥559.00,2000+条评价
天语（K-TOUCH） X11 曲面屏 移动联通电信 全网通4G 智能 指纹+人脸解锁 双卡双待 中国红 2GB+16GB,金诚手机专营店,￥539.00,100+条评价
魅族（MEIZU） 魅蓝 Note6  4G双卡双待 曜石黑 移动定制全网通3G+32G,中国移动手机官方旗舰店,￥899.00,500+条评价
锤子（smartisan） 坚果R1 全面屏 碳黑色（细红线版） 6G+128G 全网通,恒大和旗舰店,￥4299.00,20+条评价
联想（Lenovo） 联想 (lenovo) A588T 智能老年人 4GB 荣耀金,优爱特手机旗舰店,￥419.00,100+条评价
广信（KINGSUN） EF36 移动联通电信4G 双卡双待 老人学生智能 金色 全网通1G+16G,卓瓦手机专营店,￥399.00,200+条评价
天语（K-Touch） Q21 移动/联通老人机老年 双卡双待 金色,天探手机专营店,￥75.00,2600+条评价
APPLE 苹果Apple iPhone8/8Plus/iPhoneX港版/美版4G iPhoneX深空灰 64GB港版两网,XINKE全球购专营店,￥6899.00,3500+条评价
Apple 苹果iPhone 8全网通4G 金色 64G,绿森数码手机旗舰店,￥4788.00,600+条评价
华为（HUAWEI） 荣耀7A 畅玩7A  2G+32G 极光蓝 全网通,谷高数码手机专营店,￥799.00,10+条评价
天语（K-Touch） T2 移动/联通老人 双卡双待 金色,天探手机旗舰店,￥87.00,300+条评价
小米（MI） 红米5plus  双卡双待 金色 全网通(4GB+64GB),中邮展鸿手机专营店,￥1017.00,200+条评价
华为（HUAWEI） 【白条6期免息】 P20 移动全网通版4G AI智慧全面屏 亮黑色 6G+64G套餐赠7重礼,中国移动手机官方旗舰店,￥3788.00,400+条评价
诺基亚（NOKIA） 7Plus 黑色 4GB+64GB 全网通,京联通达旗舰店,￥2299.00,1400+条评价
海尔（Haier） M360C 电信(CDMA)老人 (来电报姓名)带座充 红色 电信版,普华手机专营店,￥238.00,500+条评价
天语（K-Touch）N1 移动/联通2G 双卡双待 直板按键老年老人 红色,奥马科技手机专营店,￥99.00,1000+条评价
诺基亚（NOKIA） 105新版 老人机 直板学生备用 黑色（单卡版）,天探手机旗舰店,￥149.00,800+条评价
华为（HUAWEI） nova3e 全面屏  幻夜黑 全网通4GB+128GB,鹏路网络手机旗舰店,￥2199.00,800+条评价
飞利浦（PHILIPS） E170 玫瑰金 国际品牌 超薄机身  移动联通2G 双卡双待 老人 学生备用功能机,飞利浦手机京东自营旗舰店,￥169.00,7300+条评价
三星（SAMSUNG） Galaxy C5（SM-C5000）移动联通电信4G 枫叶金 32G,优爱特手机旗舰店,￥1188.00,80+条评价
华为（HUAWEI） 荣耀8青春版  全网通4G 幻海蓝 4G+64G 移动定制版,牧申手机旗舰店,￥1199.00,2700+条评价
华为（HUAWEI） 华为P10  曜石黑 全网通(4GB+64GB)标配,牧申手机旗舰店,￥2448.00,9200+条评价
黑鲨 游戏 极夜黑 全网版(6GB+64GB）,聚捷联盛手机旗舰店,￥3229.00,300+条评价
一加 5T（A5010）全面屏 OnePlus5T 全网通4G 双卡双待 星辰黑 6GB+64GB 官方标配,牧申手机旗舰店,￥3188.00,4000+条评价
BIHEE 百合  C18A 儿童 CDMA电信2G 学生迷你小 梦幻粉色,福多多手机专营店,￥198.00,900+条评价
小米（MI） 小米 MIX2S  黑色 全网通(6GB+128GB )高配,爵臻手机专营店,￥3458.00,200+条评价
优思（Uniscope） US7移动联通2G  三防老人 黑金,深圳有福手机专营店,￥99.00,5400+条评价
21KE MC001S 白色 移动联通2G 简单老人,21克手机旗舰店,￥299.00,2.6万+条评价
【大额优惠券】 华为nova3e  全面屏 移动联通电信4G全网通 克莱因蓝 4+128GB,中邮手机旗舰店,￥2199.00,100+条评价
诺基亚（NOKIA） 全新诺基亚6 第二代  黑色 全网通(4G+64G)标配,佳沪手机旗舰店,￥1258.00,1400+条评价
小霸王（SUBOR） S16Pro全网通中学生5.5寸32G儿童男女生智能学习 土豪金,品为数码专营店,￥1199.00,300+条评价
小米（MI） 红米Note5A  香槟金 移动全网通（2G+16G）,聚捷联盛手机旗舰店,￥609.00,2700+条评价
华为（HUAWEI） 华为P20移动联通电信4G 极光色 6GB+64GB 标配,牧申手机旗舰店,￥3988.00,400+条评价
华为（HUAWEI） nova 4G 双卡双待 香槟金(白) 全网通4G(4G RAM+64G ROM)标配,易道手机专营店,￥1065.00,400+条评价
华为（HUAWEI） Nova3e 全面屏  铂光金 高配版(4G RAM+ 128G ROM),茄子手机旗舰店,￥2199.00,100+条评价
华为（HUAWEI） 荣耀畅玩7C 全网通4G 脸部识别 魅焰红 标配版（3G+32G）,久汇通数码旗舰店,￥958.00,700+条评价
魅族（MEIZU） 魅蓝S6  磨砂黑 全网通(3G+32G),易道手机专营店,￥939.00,8000+条评价
魅族（MEIZU） 魅蓝E3 全面屏 全网通4G 耀石黑 全网通(6G+64GB),优机库无界零售专营店,￥1789.00,800+条评价
中兴健康（ZTE Health） L688直板按键 持久待机 移动联通 双卡双待老人 酒红色,异维手机专营店,￥129.00,500+条评价
小米（MI） 红米5 Plus 移动联通电信4G 全面屏 全网通版 双卡双待 玫瑰金色 全网通(4G RAM+64G ROM)标配,中恒国信手机旗舰店,￥1099.00,600+条评价
小米（MI） 红米5A 4G 香槟金 全网通(2G+16G)标配,融一手机专营店,￥558.00,1900+条评价
守护宝 （上海中兴） L980 老人 移动联通版 超长待机 备用机（带定位功能） 香槟金 官方标配+原装电池,普华手机专营店,￥188.00,200+条评价
纽曼（Newman） C18 电信老年 三防老人机 直板按键 军绿色,福多多手机专营店,￥148.00,300+条评价
华为（HUAWEI） 畅享8plus 蓝色 全网通(4G+64G),新松联手机旗舰店,￥1699.00,500+条评价
小米（MI） 小米 红米Note5 全面屏  黑色 全网通(4G RAM + 64G ROM),茄子手机旗舰店,￥1229.00,300+条评价
小米（MI） 小米 红米5A  铂银灰 移动全网通（2G RAM+16G ROM）,易道手机专营店,￥549.00,3400+条评价
华为（HUAWEI） 华为nova2 曜石黑 移动全网通4G+64G,新松联手机旗舰店,￥1368.00,2000+条评价
华为（HUAWEI） 荣耀10  幻夜黑 (6GB+64GB)全网通,费罗科斯手机专营店,￥2699.00,500+条评价
小米（MI） 小米 红米Note4X  樱花粉 全网通(3G RAM+32G ROM)标配,爵臻手机专营店,￥818.00,2500+条评价
Apple 全网通！苹果iPhone X (A1865) 正品移动联通电信4G 银色 256G,五星电器3C官方旗舰店,￥8539.00,30+条评价
努比亚（nubia） Z18mini 全面屏 耀钻黑 全网通6GB+64GB 标配版,牧申手机旗舰店,￥1999.00,300+条评价
华为（HUAWEI） 华为mate10 亮黑色 全网通(4G+64G),新松联手机旗舰店,￥3599.00,1.3万+条评价
努比亚（nubia）  努比亚红魔全面屏游戏双卡双待高通骁龙835处理红魔 曜石黑 全网通 (6G+64G),淘金手机专营店,￥2999.00,100+条评价
华为（HUAWEI） 荣耀9青春版 全网通 幻夜黑 全网通 4GB+64GB,优爱特手机旗舰店,￥1599.00,1200+条评价
华为（HUAWEI） 荣耀 畅玩6 全网通4G 移动联通电信版 智能老人机 双卡双待 白色  全网通 2G+16G版,瑶鑫手机专营店,￥649.00,200+条评价
小米（MI） 红米5 4G 金色 全网通(3GB+32GB),瑞创恒泰科技手机专营店,￥899.00,300+条评价
Apple 苹果 iPhone X (A1865)  深空灰 全网通 64GB,爵臻手机专营店,￥7488.00,1600+条评价
TCL 老人 121 黑色 移动联通2G 双卡双待,TCL手机旗舰店,￥168.00,1万+条评价
华为（HUAWEI） 畅享8plus  金色 全网通 4G+64G,易道手机专营店,￥1699.00,300+条评价
Apple 苹果X iPhoneX 深空灰色 全网通（64GB ）,中邮展鸿手机专营店,￥7446.00,800+条评价
天语8848 Note5 全面屏 智能 移动联通电信 全网通4G 指纹+人脸解锁 双卡双待 曜石黑 3GB+64GB,金诚手机专营店,￥799.00,10+条评价
亚奥星X6 移动联通2G 三防老人 电霸超长待机 双卡双待 迷彩绿,金诚手机专营店,￥188.00,3800+条评价
小米（MI） 小米MIX2S 4G 全网通 黑色 6GB+128GB,誉广和手机旗舰店,￥3499.00,100+条评价
OPPO A57 全网通4G(3G RAM+32G) 黑色,OPPO手机乐良专卖店,￥1099.00,1600+条评价
守护宝(上海中兴 )CV16电信2G老人 老年版手 黑色,南极星手机专营店,￥168.00,4800+条评价
亿和源（YHYON） 亿和源 H998老年 移动联通 老人 男 直板键盘 黑色 老人版,京云老人手机专营店,￥129.00,5000+条评价
波导（BiRD） A530  移动/联通2G 翻盖老人 双卡双待 幻彩金,欧霖爵手机专营店,￥188.00,1800+条评价
BIXING 百信 F1 移动/联通翻盖老人  双卡双待 红色,超佰亿手机专营店,￥185.00,300+条评价
360 N6 lite  璀璨金 全网通 4GB+32GB,佳沪手机旗舰店,￥869.00,600+条评价
锤子（smartisan） 坚果3 炭黑色 全网通(4G+32G),新松联手机旗舰店,￥1399.00,400+条评价
华为（HUAWEI） nova 2 Plus 全网通 亮银色 （4G+128G）,优爱特手机旗舰店,￥1999.00,200+条评价
华为（HUAWEI） nova3e 全面屏 移动全网通 铂光金（4G+128G）,优爱特手机旗舰店,￥2199.00,30+条评价
华为（HUAWEI） 荣耀10  全网通 幻影蓝 全网通(6GB+64GB),三杰时代手机专营店,￥2699.00,20+条评价
SAMWEI VK18老人三防 移动联通 双卡双待 老年 绿色 老年男版,维库精品手机专营店,￥128.00,4500+条评价
酷派（Coolpad） 锋尚2 Y82-520 电信4G智能 白色 单卡电信版(2G RAM+8G ROM),博海宇通手机旗舰店,￥399.00,60+条评价
守护宝 上海中兴 ZTE tech L610  电信2G 老人 暮光黑,亿源数码手机专营店,￥238.00,1100+条评价
华为（HUAWEI） 华为 G9 青春版 全网通4G智能 金色 全网通4G(3G RAM+16G ROM)标配,卓瓦手机专营店,￥808.00,300+条评价
小米（MI） 小米Max2 4G 双卡双待 金色 全网通(4G+64G)高配版,牧申手机旗舰店,￥1299.00,5700+条评价
小米（MI） 小米6X  曜石黑 全网通(6G+128G),澳飞华宇手机专营店,￥2109.00,0条评价
Apple （苹果） iPhone 8 (A1863) 移动联通电信4G 深空灰色 全网通64G,恒大和旗舰店,￥4588.00,10+条评价
小米（MI） 红米4A 4G 香槟金 公开全网通(2G RAM+16G ROM),华顶聚瑞手机旗舰店,￥599.00,5400+条评价
小米（MI） 小米MAX2 金色 全网通（4GB+64GB）,融一手机专营店,￥1328.00,100+条评价
华为（HUAWEI） 畅享7 Plus 香槟金 全网通高配(4G+64G),聚捷联盛手机旗舰店,￥1248.00,6000+条评价
天语（K-Touch） 8818全网通4G智能(3G+32G)指纹一体机 魅丽红,思创伟业手机专营店,￥699.00,900+条评价
欧奇（ouki） OKP9 移动联通电信4G 大屏商务智能 双卡双待超长待机 全网通 小牛皮 黑,卓越嘉成专营店,￥1799.00,800+条评价
Apple 苹果 iPhone 6  深空灰 全网通(32G),聚捷联盛手机旗舰店,￥1969.00,800+条评价
华为（HUAWEI） 华为 畅享7 Plus 全网通 香槟金 3+32GB,优爱特手机旗舰店,￥1099.00,900+条评价
Apple iPhone X 移动联通电信4G智能 深空灰色 256GB,绿森数码手机旗舰店,￥8788.00,200+条评价
OPPO R15 白条免息 超视野全面屏 齐刘海  异形屏 双卡双待 全网通 R15梦镜版 梦镜红（梦境版）6G+128G 全网通,OPPO手机乐良专卖店,￥3299.00,300+条评价
美图（meitu） M6 美颜 自拍神器 月光白 全网通（3GB+64GB）,泰业手机专营店,￥1688.00,7条评价
Apple 苹果8 iPhone8 Plus(A1864) 移动联通电信全网通4G 深空灰色 全网通  64GB,优爱特手机旗舰店,￥5999.00,60+条评价
守护宝 （上海中兴）V98  老人老年机男 女 翻盖 移动/联通2G 儒雅黑 官方标配,佳沪手机旗舰店,￥99.00,4800+条评价
360  N4S升级版 全网通4G智能 双卡双待 流光金 标配版（4G RAM+32G ROM）,博海宇通手机旗舰店,￥868.00,1300+条评价
诺基亚（NOKIA） 诺基亚 216 DS 移动联通2G老年人 双卡双待 黑色,优爱特手机旗舰店,￥269.00,100+条评价
360 F5 4G智能 双卡双待 移动联通双4G 流光金（2GRAM+16GROM）,OKSJ手机旗舰店,￥418.00,900+条评价
360  N6 Lite 全网通 移动联通电信4G 双卡双待 璀璨金 （4G RAM+32G ROM）,博海宇通手机旗舰店,￥868.00,9400+条评价
小米（MI） 小米MIX2S 全面屏游戏 全网通4G 陶瓷 黑色（6G+128G）,久汇通数码旗舰店,￥3599.00,100+条评价
诺基亚（NOKIA） 诺基亚105  移动联通2G老人学生儿童机 黑色(新款),银河信业手机专营店,￥149.00,2800+条评价
华为（HUAWEI） 华为 nova 青春版  移动联通电信 全网通4G 双卡 智能 魅海蓝 (4G RAM+64G ROM),众盛手机专营店,￥1338.00,1400+条评价
魅族（MEIZU） 魅蓝X全网通 4G智能 双卡双待 珠光白 3GRAM+32GROM,OKSJ手机旗舰店,￥838.00,100+条评价
诺基亚（NOKIA） 诺基亚6 (Nokia6)  银色 高配版(4GB +64GB ),聚捷联盛手机旗舰店,￥1199.00,300+条评价
小米（MI） 红米note5（4G/6G+64G）全网通4G 全面屏 双卡双待 天蓝色 4G+64G 全网通,长远通信专营店,￥1269.00,20+条评价
酷派（Coolpad） 8712 智能老人 移动4G 双卡双待 灵动白 (1G RAM+8G ROM),博海宇通手机旗舰店,￥259.00,400+条评价
小米（MI） 红米5 Plus  移动联通电信智能老人机 双卡双待 4G 金色 全网通(4G RAM+64G ROM),众盛手机专营店,￥1108.00,200+条评价
华为（HUAWEI） 华为Mate10  亮黑色 全网通(4GB+64GB)标准版,佳沪手机旗舰店,￥3599.00,5100+条评价
小米 MI 红米Note5A  双卡双待 樱花粉 全网通4G(2G+16G) 标准版,华信通手机专营店,￥639.00,900+条评价
