name,store,price,evaluate_num
飞利浦（PHILIPS） E186A 移动/联通 双卡双待 老人 炫丽红,沃尔奇手机专营店,￥199.00,1条评价
京崎（TOOKY） X7老人机 三防老年 双卡双待 绿色,天探手机专营店,￥99.00,20+条评价
努比亚（nubia） Z18mini全面屏拍照游戏全网通 【6+64G】耀钻黑色,聚捷联盛手机旗舰店,￥1999.00,70+条评价
Apple 苹果 iPhone 8 Plus  银色 【全网通】 64GB,易讯通通信专营店,￥5496.00,60+条评价
创星 (ATMAN) R11 学生儿童迷你袖珍按键小卡片 移动/联通2G 单卡单待 黑色,名宣手机专营店,￥229.00,500+条评价
迪美（DIM） V8 5.5英寸 8G内存智能 全网通4G 双卡双待 玫瑰金,诺菲手机专营店,￥389.00,80+条评价
木糖醇（MuTuCu）M2 移动4G智能 双卡双待 金,建业盛林专营店,￥269.00,100+条评价
酷维（coovei）F189 翻盖老人 红色,随行手机专营店,￥158.00,40+条评价
华为 （HUAWEI）荣耀畅玩6A 移动联通电信4G 金色 2G+16G,泰业手机专营店,￥699.00,10+条评价
纽曼（Newman）V5 老人 移动/联通2G 老年机 红色,万有手机专营店,￥75.00,60+条评价
康佳（KONKA） U8  QQ 老年老人 移动/联通2G新款 中国红,银河信业手机专营店,￥149.00,40+条评价
HUAWEI 华为  畅享7S 全面屏双摄 4G 黑色 全网通 3G+32G,天环云手机数码旗舰店,￥1179.00,8条评价
BIXING 百信 M1  移动/联通 学生儿童迷你 白色,超佰亿手机专营店,￥129.00,1400+条评价
索尼（SONY） Xperia XZ2 H8296移动联通双4G港版 智能 绿色 64GB,XINKE全球购专营店,￥4288.00,40+条评价
小米（MI） 红米Note5 全面屏 黑色 全网通4G(4G+64G),澳飞华宇手机专营店,￥1238.00,4条评价
小米（MI） 小米 红米 4A  深空灰 全网通(2GB+16GB),泰美手机专营店,￥586.00,300+条评价
小米（MI） 小米Max2  双卡双待 黑色 全网通（4G RAM+64G ROM）标配,易道手机专营店,￥1385.00,5300+条评价
努比亚（nubia） M2青春版 NX573J 全网通4G智能 香槟金 全网通(3G RAM + 64G ROM),茄子手机旗舰店,￥1099.00,200+条评价
魅族（MEIZU） S6 魅蓝S6 全面屏 全网通4G 磨砂黑 吃鸡套餐（3G RAM+32G ROM）支持大跑,博海宇通手机旗舰店,￥999.00,400+条评价
华为（HUAWEI）P20  亮黑色 6GB+128GB,费罗科斯手机专营店,￥4288.00,400+条评价
索爱 SA-350 移动/联通老年 直板老人 大声音 超长待机 黑色,索爱手机旗舰店,￥149.00,200+条评价
华为（HUAWEI） 华为P20 AI智慧全面屏 全网通 4G智能 双卡双待 香槟金 全网通 6GRAM+128GROM,OKSJ手机旗舰店,￥4288.00,70+条评价
Apple 苹果 iPhone8 Plus  全网通 金色 256GB无线充套装,龙翔通讯手机专营店,￥6966.00,600+条评价
APPLE 苹果 Apple iPhone 8 (A1863)  金色 全网通64G,掌视界数码旗舰店,￥5599.00,20+条评价
华为（HUAWEI） 华为 Mate 9 移动联通电信 全网通4G 智能 双卡双待 香槟金 (6G RAM+128G ROM),众盛手机专营店,￥3199.00,10+条评价
努比亚（nubia） M2畅玩版 3+32GB 移动联通电信全网通4G智能 香槟金,优爱特手机旗舰店,￥759.00,200+条评价
AGM A1Q 全网通4G 三防智能超长待机 双卡双待 橡胶黑 黑色3+32G,SONIM手机专营店,￥1499.00,300+条评价
Apple 苹果 iPhone7/ 7 Plus （官换海外版）移动联通电信4G iPhone 7 磨砂黑 256GB 美版 全网通4G,CSL海外专营店,￥3780.00,40+条评价
小米 小米 XIAOMI MI Note3 移动联通电信 全网通4G 双卡双待 亮黑 4GB RAM+64GB ROM,华冉数码旗舰店,￥1866.00,20+条评价
华为（HUAWEI） 畅享8全网通版 移动联通电信4G 双卡双待 蓝色 4G RAM+64G ROM,众盛手机专营店,￥1499.00,10+条评价
易百年 EZ518三防老人大字大声直板按键老年超长待机 黑+黄,易百年手机旗舰店,￥389.00,10+条评价
华为（HUAWEI） 荣耀9青春版  幻夜黑 全网通标配版(3GB+32GB),易道手机专营店,￥1099.00,4000+条评价
华为 （HUAWEI）麦芒6 全面屏四摄 流光金 全网通( 4G 64G),泰业手机专营店,￥2199.00,800+条评价
华为（HUAWEI） 畅享7 4G移动联通电信 香槟金 全网通(3+32G),炜东通信专营店,￥899.00,100+条评价
小米（MI） 小米6  亮黑 全网通(4G+64G )标配版,易讯通通信专营店,￥2199.00,50+条评价
360 N4S骁龙版 全网通4G智能 金色（4GB+64GB）,久汇通数码旗舰店,￥1259.00,10+条评价
小霸王（SUBOR） 指环扣 老客户回馈,小霸王手机旗舰店,￥68.00,50+条评价
魅族（MEIZU） 魅蓝6（2GB+16GB）电光蓝 全网通移动联通电信4G 双卡双待 香槟金 全网通4G【3GB+32GB ROM】,广中达手机专营店,￥729.00,10+条评价
天语（K-Touch） Q31老人机 三防 双卡双待 黑色,天探手机旗舰店,￥118.00,50+条评价
一加 6  OnePlus6 全面屏双摄游戏   全网通4G 双卡双待 复仇者联盟限量版 8GB+256GB,美丽生活馆海外专营店,￥4899.00,6条评价
小米（MI） 小米5X  红色 全网通版本(4G+64G),旭永手机专营店,￥1399.00,2900+条评价
三星（SAMSUNG） 三星 SAMSUNG note 8 双摄像光学防抖 智能4G 美版三网单卡 谜夜黑64G 三码合一 可刷系统,J two全球购专营店,￥3999.00,1200+条评价
华为（HUAWEI） 华为 nova2 4G智能 草木绿 全网通4G(4G RAM+64G ROM)标配s,华信通手机专营店,￥1559.00,100+条评价
天语（K-Touch） 8848 Note5  全面屏全网通智能 指纹人脸解锁 曜石黑 (3GB+64GB),天探手机专营店,￥799.00,10+条评价
小米（MI） 红米5 全网通 移动联通电信4G 双卡双待 玫瑰金 全网通(3GB+32GB)高配版,亿宏星手机专营店,￥899.00,3条评价
天语（K-Touch） T91C 电信翻盖老人 红色,天探手机旗舰店,￥198.00,100+条评价
美图（meitu） Meitu 美图V6 摩洛哥粉,美图沃晟专卖店,￥5799.00,10+条评价
纽曼（Newman） X6 移动/联通 老人 双卡双待 黑色,鹏宇佳业手机专营店,￥89.00,100+条评价
首家（SOJA） S168 移动联通2G老人 直板按键 双卡双待 黑色,江南北手机专营店,￥98.99,50+条评价
魅族（MEIZU） 魅蓝6 月光银 全网通（2G+16G）,谷高数码手机专营店,￥555.00,20+条评价
华为（HUAWEI） 荣耀7X 畅玩7X 铂光金 全网通(4G RAM+32G ROM),谷高数码手机专营店,￥1199.00,30+条评价
【各品牌，全系列】全包防摔保护壳 以实物为准 下单不退货,长宏时代手机专营店,￥15.00,8400+条评价
飞利浦（PHILIPS） S310X智能老人 公开全网通4G智能 3+32G 钛空灰,优爱特手机旗舰店,￥588.00,20+条评价
飞利浦（PHILIPS） E133X 电信2G老人 黑色,亿宏星手机专营店,￥238.00,20+条评价
易百年 老人机 功能机 Ez609 移动联通2G大字体 升级版,多田富手机专营店,￥149.00,100+条评价
小米（MI） 小米4X红米4X 香槟金 全网通(2G+16G)标配,新松联手机旗舰店,￥648.00,7600+条评价
小米（MI） 小米5s plus移动联通电信4G 玫瑰金 全网通(4GB+64GB),培新数码旗舰店,￥1699.00,1700+条评价
华为（HUAWEI） 华为 畅享7  黑色 标配版 全网通(2G RAM+16G ROM),华顶聚瑞手机旗舰店,￥799.00,600+条评价
酷派（Coolpad） V66 移动/联通 翻盖老年人 雅典红,关爱心数码专营店,￥199.00,100+条评价
小米（MI） 红米5A 官网正品智能  双卡老人大字大声大屏   学生智能机 备用机 浅蓝色 全网通4G(2G RAM+16G ROM),宏乐迪手机专营店,￥629.00,100+条评价
金立（GiONEE） 金立S11 四摄全面屏 12期免息 4GB+64GB 全网通4G 双卡双待 太空金 官方标配,牧申手机旗舰店,￥1799.00,300+条评价
魅族（MEIZU） 魅族 PRO7 Plus全网通4G智能 月光银（6G+64G）,久汇通数码旗舰店,￥1999.00,100+条评价
摩托罗拉（Motorola） Moto M(XT1662) 4G 双卡双待 耀世金 全网通(4G+32G),鹏瑶手机专营店,￥878.00,500+条评价
爱贝多 COMIO M1中学生2G+16G 全网通初中小学男女生儿童智能学习监护 香槟金,品为数码专营店,￥998.00,60+条评价
华为（HUAWEI） 畅享8plus高清四摄大电池 全网通版 移动联通电信4G 金色 全网通4G（4GB+64GB）,宏乐迪手机专营店,￥1699.00,10+条评价
华为（HUAWEI） 华为 Mate 10 pro 全网通4G 双卡双待 摩卡金(碎屏险套装) 全网通 6G+64G,银河信业手机专营店,￥4499.00,9条评价
苹果（Apple） iPhone X/iPhone 8/8Plus 现货 港版/美版 苹果智能 iPhone 8 plus 银色 64GB 海外版 两网4G 全新激活,美丽生活馆海外专营店,￥4899.00,0条评价
华为（HUAWEI） 华为nova2s 全面屏 曜石黑 全网通(6G+128G),鹏瑶手机专营店,￥3099.00,600+条评价
unruly 3310按键音乐 复刻版 学生老人 备用功能机  移动/联通2G 灰,微派手机专营店,￥88.00,70+条评价
华为（HUAWEI） G9青春版 移动联通电信4G 全网通 金色 全网通版(3GB+16GB),则合手机专营店,￥799.00,20+条评价
夏普（SHARP） 夏普S2  伯爵蓝 4GB+64GB,京联通达旗舰店,￥1249.00,900+条评价
华为（HUAWEI） 荣耀 畅玩6   金色 4G+（2GB+16GB）,泰美手机专营店,￥538.00,100+条评价
OPPO A79【已降300】双卡双待全面屏拍照 拍照 a79正品全网通 冰焰蓝 礼盒套装,OPPO墨白专卖店,￥1899.00,50+条评价
Apple 苹果8 iPhone8 plus(A1864)全网通4G智能 银色 全网通(258GB),三杰时代手机专营店,￥7099.00,20+条评价
华为（HUAWEI） 【白条3期免息】 nova2S 全网通 四摄 耀石黑 全网通(6G+64GB),优机库无界零售专营店,￥2799.00,20+条评价
魅族（MEIZU） pro6s 4G智能 玫瑰金 全网通4G+64G,千瑞达手机旗舰店,￥1318.00,3条评价
小米（MI） 红米5 全面屏 全网通4G 移动联通电信版 老人机 双卡双待 金色 2+16G 4G全网通,石羽手机专营店,￥899.00,60+条评价
康佳（KONKA） U2 移动/联通2G 老人 双卡双待 金色,爱情鸟贸易手机专营店,￥78.00,80+条评价
纽曼（Newman） F516 天翼  电信 2G 翻盖 老年人  男 女 黑色,银河信业手机专营店,￥198.00,100+条评价
小米（MI） 小米note3  亮黑 全网通(6G+64G)标配,新松联手机旗舰店,￥1958.00,1600+条评价
华为（HUAWEI） 华为 nova2S 全面屏  曜石黑 全网通(6G+64G),掌视界数码旗舰店,￥2799.00,2100+条评价
华为（HUAWEI） 华为 nova3e 全面屏 克莱因蓝 全网通 4GB+64GB,佳沪手机旗舰店,￥1999.00,900+条评价
努比亚（nubia） 努比亚V18 全面屏6.01英寸屏幕高通骁龙625人脸解锁双卡 红色 全网通 (4G+64G),淘金手机专营店,￥1399.00,7条评价
华为（HUAWEI） 华为 HUAWEI 麦芒 6 全网通 4GB+64GB版移动联通电信双卡双待 流光金 全网通4+64G,中恒国信手机旗舰店,￥1559.00,5条评价
华为（HUAWEI） 荣耀V9 Play  全网通4G 幻夜黑 全网通（4GB+32GB）,量黑手机专营店,￥1160.00,60+条评价
小米（MI） 红米Note4X 全网通版 移动联通电信4G 蓝绿色 3GB运行+32GB内存,宇航手机专营店,￥968.00,6条评价
华为（HUAWEI） 华为 畅享6S 移动联通电信4G 银色 全网通(3GB+32GB),英普通讯手机专营店,￥888.00,9条评价
华为（HUAWEI） 荣耀9  海鸥灰 全网通(6G RAM + 64G ROM)高配版,茄子手机旗舰店,￥2169.00,3100+条评价
华为（HUAWEI） 荣耀 畅玩6X 移动联通电信4G 冰河银 移动全网通(3G+32G),旭永手机专营店,￥799.00,1200+条评价
苹果（Apple） iPhone6s Plus 苹果 海外版官换 移动联通电信4G 土豪金 64GB 美版 全网通4G,美丽生活馆海外专营店,￥2788.00,1000+条评价
创星 X20 全面屏 （3G+32G ROM）高配 全网通4G 智能 人脸指纹解锁 双卡双待 中国红【2G+16G】标配,广中达手机专营店,￥569.00,1000+条评价
波导（BiRD） A550 直板按键 老人 黑色,普华手机专营店,￥128.00,50+条评价
华为（HUAWEI） 华为畅享8Plus 黑色 4GB+128GB 高配版,牧申手机旗舰店,￥1899.00,80+条评价
诺基亚（NOKIA） 216直板按键移动联通2G 双卡双待 老人学生备用功能机 黑色,泰捷森手机专营店,￥269.00,90+条评价
中兴健康（ZTE Health） L688 移动/联通2G 直板老人 老人机老年机 金色,随行手机专营店,￥139.00,80+条评价
天语（K-Touch） T2 双卡双待 老人 金色,中国移动手机官方旗舰店,￥89.00,80+条评价
小米（MI） 小米6 双卡双待4G 亮黑色 6G+64GB【全网通4G】,长宏时代手机专营店,￥2689.00,100+条评价
华为（HUAWEI） 新品 荣耀V9 Play全网通4G 双卡双待 蓝色 全网通4G(4G RAM+32G ROM),宏乐迪手机专营店,￥1139.00,400+条评价
魅族（MEIZU） 魅蓝 6  月光银 全网通4G(3G+32G),澳飞华宇手机专营店,￥699.00,0条评价
美图（meitu） 美图M8s  芭比粉 全网通(4G+64G)标准版,佳沪手机旗舰店,￥2599.00,400+条评价
小米（MI） 红米Note5A 全网通版4G 双卡双待 樱花粉 2GB+16GB,中域电讯旗舰店,￥625.00,7条评价
苹果（Apple） iPhone7 港版 全新正品未激活 移动联通4G  苹果智能 玫瑰金 128GB 标配,美丽生活馆海外专营店,￥4399.00,0条评价
纽曼 F516 电信2G 翻盖男女老人 功能 黑色 电信版,禄业通讯专营店,￥198.00,300+条评价
创星 （ATMAN）F9 电信版 翻盖双屏老人 宝石蓝,千索贸易手机专营店,￥268.00,0条评价
华为（HUAWEI） P20 AI智慧全面屏 全网通4G 华为p20华为旗舰拍照6G内存 亮黑色 全网通6G+128G,金长驰通信专营店,￥4288.00,7条评价
Apple 苹果 iPhone8 (A1863) 全网通4G 智能 金色 官方标配+薄背夹充电器 256G,岗隆手机专营店,￥6128.00,3600+条评价
华为（HUAWEI） 华为nova2 Plus 5.5英寸 全网通4G双卡双待智能 流光金 全网通(4G+128G),明日手机专营店,￥1799.00,200+条评价
华为（HUAWEI） 荣耀10 全面屏 幻影蓝 全网通 6GB+64GB,龙翔通讯手机专营店,￥2699.00,100+条评价
华为（HUAWEI） 华为Mate8 双卡双待4G 全网通4G 智能 香槟金 全网通4G(4GB运存 64GB内存),宇航手机专营店,￥2275.00,200+条评价
小米（MI） 红米5  全网通 千元全面屏【高配版】 金色 全网通 3GB+32GB,华伟手机专营店,￥899.00,10+条评价
纽曼（Newman） T1111 移动/联通2G老人 双卡双待 蓝色,纽曼异维专卖店,￥79.00,2200+条评价
纽曼（Newman） F518 电信2G 翻盖老人机商务老年 红色,天探手机专营店,￥218.00,90+条评价
小米（MI） Note3 美颜双摄拍照4G 黑色 6G+128GB【全网通4G】,长宏时代手机专营店,￥2268.00,300+条评价
华为（HUAWEI） P8青春版 移动联通双4G 智能 老人机 双卡双待 黑色 移动联通双4G(2GB+16GB),宏乐迪手机专营店,￥699.00,20+条评价
华为（HUAWEI） nova 2S  浅艾蓝 4+64G,京联通达旗舰店,￥2599.00,1条评价
纽曼（Newman） C5 电信2G 老人 粉色,亿宏星手机专营店,￥115.00,50+条评价
艾尼卡(ANICA) anica A7 移动/联通2G 卡片 迷你老人 老年机 黑色,乔瑞诺手机专营店,￥199.00,10+条评价
天语（K-Touch） N2 老人机 移动联通2G老年 双卡双待 金色,天探手机专营店,￥99.00,100+条评价
小米Note2 曲面屏指纹识别 4GB+64GB 亮银黑 全网通4G 双卡双待,小米京东官方自营旗舰店,￥2099.00,2.8万+条评价
魅族（MEIZU） 魅蓝S6  月光银 全网通(3G+64GB),优机库无界零售专营店,￥1039.00,100+条评价
《赠品》支架  图片仅供参考 一切以实物为准赠品下单不退,长宏时代手机专营店,￥9.00,9000+条评价
APPLE 【赠品勿拍】 iphone8plus苹果8/X壳硅胶透明防摔保护壳软壳 硅胶软壳 iPhoneX,XINKE全球购专营店,￥29.00,300+条评价
华为 （HUAWEI）Mate10 双卡双待4G 香槟金 全网通(6G+128G),泰业手机专营店,￥4199.00,0条评价
小辣椒 G109 联通/移动2G 老人 超长待机 双卡双待 黑色,小辣椒手机京东自营官方旗舰店,￥129.00,100+条评价
OPPO A79 双卡双待全面屏拍照 4GB+64GB内存版 香槟色,OPPO手机乐良专卖店,￥1799.00,400+条评价
飞利浦（PHILIPS） 老人机老年人移动/联通 翻盖老人男女 E135X-炫舞红,环球1号海外专营店,￥299.00,300+条评价
魅族（MEIZU） 魅族6 魅蓝4G全网通公开版移动联通电信双卡双待游戏摄影美颜双摄 香槟金 全网通公开版 2GB+16GB,皇家礼赞手机专营店,￥539.00,700+条评价
APPLE 现货 iPhone X 苹果新品（海外版未激活） 4K智能 防水防尘 深空灰色 日版三网 64G,垚虎全球购专营店,￥6868.00,200+条评价
21KE F1 21克 移动/联通2G 老人 直板按键老年机 红色,福多多手机专营店,￥259.00,70+条评价
华为（HUAWEI） 麦芒6  曜石黑 全网通(4G RAM+64G ROM)标配,易道手机专营店,￥1568.00,600+条评价
魅族（MEIZU） 魅蓝E 全网通 双卡双待 月光银 全网通(3+32G),培新数码旗舰店,￥758.00,2800+条评价
华为（HUAWEI） 华为  P10 全网通4G智能 4G+128G 钻雕蓝（4G+128G）,优爱特手机旗舰店,￥3488.00,100+条评价
CAPPU 卡布奇诺 3S 全网通4G 电信移动联通 远程守护 老人智能 如意白 64G版本,CAPPU手机旗舰店,￥1599.00,100+条评价
木糖醇（MuTuCu） 8X 全面屏 全网通4G 智能 金色,建业盛林专营店,￥499.00,40+条评价
纽曼（Newman） C5 电信2G 直板按键 老人大字体 学生备用功能机 红色,万有手机专营店,￥110.00,100+条评价
美图（meitu） T8s 美颜拍照 全网通4G 烈焰红（4G+128G）,久汇通数码旗舰店,￥3599.00,200+条评价
华为（HUAWEI） 荣耀10 全面屏AI摄影 全网通4G 智能 双卡双待 幻影蓝 6GRAM+128GROM,OKSJ手机旗舰店,￥2739.00,20+条评价
小米（MI） 小米max2  黑色 4GB+128GB 全网通,龙翔通讯手机专营店,￥1608.00,1000+条评价
小米（MI） MIX2S 黑色 全网通（8G+256G）,谷高数码手机专营店,￥4199.00,40+条评价
华为（HUAWEI） 荣耀9  海鸥灰 全网通4G(4G RAM+64G ROM),易道手机专营店,￥1879.00,1600+条评价
小米（MI） 小米MIX2 全面屏游戏 全网通4G 双卡双待 黑色 6GB+128GB,中域电讯旗舰店,￥2779.00,10+条评价
小米（MI） 红米note4X 双卡双待 4G智能 香槟金 全网通(3GB/32GB),天域手机专营店,￥895.00,20+条评价
乐丰（lephone） D1 移动/联通2G 老人 双卡双待 黑色,博力杰手机专营店,￥78.00,50+条评价
unruly 不羁（）U516 老人 翻盖 移动联通2G 男 女 双卡双待 老年版 玫瑰金,微派手机专营店,￥118.50,300+条评价
华为（HUAWEI） 畅享6S全网通4G移动联通电信版智能老人机 双卡双待 银色（ 送大字软件+教程礼包） 3GB+32GB 全网通,多如意数码专营店,￥999.00,600+条评价
诺基亚（NOKIA） 诺基亚 7 plus  黑色 全网通6GB+64GB,新松联手机旗舰店,￥2499.00,800+条评价
OPPO R11s Plus【已降300】全面屏双摄拍照 全网通6G+64G 双卡双待 黑色 官方标配,OPPO墨白专卖店,￥2999.00,400+条评价
华为（HUAWEI） 荣耀V9 Play 移动联通电信 全网通4G 智能 双卡双待 极光蓝 高配版(4G RAM+32G ROM),岗隆手机专营店,￥1068.00,800+条评价
中兴（ZTE） Q5-T S6 移动4G 移动联通双4G 双卡双待四核老人智能 闪银色【2GB+16GB】,盛粤手机专营店,￥378.00,8条评价
中兴（ZTE） 小鲜5 V0840 全网通4G智能老人 双卡 黑色3G运行+16G内存（无NFC）,宇航手机专营店,￥618.00,20+条评价
小米（MI） 红米5A 智能老人机移动联通电信4G 智能 双卡双待 香槟金 全网通2G+16G,八连星手机专营店,￥599.00,10+条评价
华为（HUAWEI） Nova2S 移动联通电信  曜石黑 全网通(6+64G)标准版,炜东通信专营店,￥2799.00,20+条评价
三星（SAMSUNG） 三星W2018 翻盖智能商务 全网通4G 雅金 (6GB+64GB）,元厚手机专营店,￥12700.00,100+条评价
纽曼（Newman） V1 移动/联通2G 备用机/学生机/老人 双卡双待 红色,万有手机专营店,￥68.00,100+条评价
三星（SAMSUNG） 新品 三星 GALAXY S9/S9+ 全网通4G 三星港版 谜夜黑 港版s9+ 全网通 128GB,美丽生活馆海外专营店,￥5599.00,200+条评价
联想（LENOVO） 联想 A588T  金色 移动3G 套装版,牧申手机旗舰店,￥399.00,500+条评价
OPPO R15 梦镜版 全面屏双摄拍照 6G+128G 梦镜紫 全网通 梦镜紫,OPPO酷炫手机专卖店,￥3499.00,3条评价
华为（HUAWEI） 荣耀 畅玩7X  极光蓝 全网通(4GB RAM+32GB ROM)标配,爵臻手机专营店,￥1199.00,100+条评价
诺基亚（NOKIA） 诺基亚7 Plus全面屏4G全网通8核智能 黑色 全网通（4G+64G）,飞鸿手机专营店,￥2079.00,40+条评价
华为（HUAWEI） 荣耀畅玩7C 全面屏 全网通 移动联通电信4G 双卡双待 幻夜黑 全网通3G+32G,华冉数码旗舰店,￥966.00,60+条评价
华为（HUAWEI） mate9 pro  银钻灰 全网通(6GB+128GB)尊享,福气多多通信专营店,￥3199.00,6条评价
尼凯恩（neken） 尼凯恩 EN5 移动/联通 双卡双待 老人 2.8英寸屏 蓝色,秀碧手机专营店,￥99.00,40+条评价
飞利浦（PHILIPS） E570  大屏超长待机移动联通2G双卡双待 老人 学生备用功能机 灰色,泰捷森手机专营店,￥235.00,0条评价
Apple 苹果 iPhone 6  32GB 移动联通电信 全网通 金色,伟德手机专营店,￥1988.00,10+条评价
飞利浦（PHILIPS） E570  大屏超长待机移动联通2G双卡双待 老人 学生备用功能机 灰色,泰捷森手机专营店,￥235.00,0条评价
Apple 苹果 iPhone 6  32GB 移动联通电信 全网通 金色,伟德手机专营店,￥1988.00,10+条评价
小米（MI） 小米6 移动联通电信4G  亮蓝色 全网通(4G RAM + 64G ROM)标准版,茄子手机旗舰店,￥2179.00,1600+条评价
华为（HUAWEI） 荣耀V10 移动联通电信4G  双开双待 智能 幻夜黑 全网通6G+64G,卓瓦手机专营店,￥2799.00,20+条评价
华为 honor/荣耀9青春版移动联通电信4G全网通 魅海蓝 4G+64G,友格通讯专营店,￥1799.00,50+条评价
360 N6 Pro 蓝色钢化膜,,￥39.00,3500+条评价
锤子（smartisan） 坚果 Pro 2 全网通4G 双卡双待 锤子坚果pro2 炭黑色（细红线版） 6G 128G,顺电手机旗舰店,￥2699.00,500+条评价
诺基亚（NOKIA） 230DS 移动联通双卡双待2G 备用直板老年老人儿童 银白色(双卡),旭永手机专营店,￥399.00,70+条评价
锤子（smartisan） 坚果 Pro 2 全面屏双摄 酒红色 6+128G,京联通达旗舰店,￥2699.00,0条评价
华为（HUAWEI） 畅享7 香槟金 （3GB+32GB) 全网通版,量黑手机专营店,￥999.00,1条评价
炫华（xuanhua）L610 电信天翼 三防老人 直板按键 学生老年人备用 黑金,炫华数码专营店,￥158.00,1.2万+条评价
华为（HUAWEI） P20 全面屏 亮黑色 全网通(6G+64G),鹏瑶手机专营店,￥3788.00,70+条评价
中兴（ZTE） Q5-T S6 移动联通双4G 双卡双待 闪银色,银河信业手机专营店,￥389.00,6条评价
小米（MI） 小米 MIX2  黑色 全网通( 8GB + 128GB ) 陶瓷版,程楠手机专营店,￥3435.00,100+条评价
守护宝 上海中兴 ZTE tech  L660翻盖 双卡双待 老人 金色 移动/联通版,华宇广诚手机专营店,￥218.00,6.2万+条评价
小米（MI） 小米6 陶瓷黑尊享版 全网通（6G RAM+128G ROM）标配,程楠手机专营店,￥3128.00,1条评价
魅族（MEIZU） 魅族 PRO6S  香槟金 全网通(4GB +64GB )标配,爵臻手机专营店,￥1048.00,6条评价
小米（MI） 红米Note5A 全网通4G 移动联通电信版 老人机 双卡双待 香槟金（特价） 4+64G 全网通,石羽手机专营店,￥1199.00,200+条评价
金柏利 001C 迷你 超薄 卡片 学生超小 移动/联通 双卡双待 黑色,金诚手机专营店,￥238.00,200+条评价
纽曼（Newman） 纽曼 Newman C5  电信2G老人老年机直板按键学生备用 中国红,欧申达手机专营店,￥115.00,40+条评价
欧奇（ouki） 欧奇 OK118 移动联通版2G 双卡双待 健康直板老年机 老人 黑,奥美莱手机专营店,￥99.00,90+条评价
锤子（smartisan） 坚果3 全面屏 碳黑色 全网通4GB+32GB,中域电讯旗舰店,￥1299.00,8条评价
华为（HUAWEI） Mate10 Pro 全面屏 全网通 摩卡金 6G+128G,优爱特手机旗舰店,￥4999.00,100+条评价
纽曼（Newman） F9 移动/联通2G 翻盖老人 双卡双待 宝石蓝,鹏宇佳业手机专营店,￥168.00,70+条评价
华为（HUAWEI） 荣耀9青春版  幻夜黑 全网通 3GB+32GB,龙翔通讯手机专营店,￥1099.00,400+条评价
360  N6 Pro 全网通 4G 双卡双待 深海蓝 全网通(4GB+64GB),泰美手机专营店,￥1375.00,100+条评价
华为（HUAWEI） 华为 Mate 9 Pro  琥珀金 全网通(4GB +64GB),世纪金联手机专营店,￥2699.00,20+条评价
Apple 苹果iphone 6s Plus 海外版官换 移动联通电信4G 智能 银白色 16GB 美版 全网通4G,国英生活馆海外专营店,￥2288.00,200+条评价
纽曼（Newman） C360 天翼CDMA 电信2G老人 单卡 黑色,诺菲手机专营店,￥135.00,100+条评价
华为（HUAWEI） 荣耀V9Play  铂光金 全网通（4GB+32GB）高配版,华耀瑞隆手机旗舰店,￥1119.00,200+条评价
富可视 InFocus F510 星空蓝 直板按键 超长待机 移动4G+移动/联通2G 双卡双待 老人,,￥149.00,200+条评价
波导（BiRD） A9 移动/联通2G 翻盖老人 双卡双待 典雅黑,欧霖爵手机专营店,￥268.00,10+条评价
华为（HUAWEI） 华为nova2S 樱花金 全网通4G(6G+64G)高配,牧申手机旗舰店,￥2799.00,400+条评价
华为（HUAWEI） 华为 G9 Plus 4G 双卡双待 铂雅金 全网通4G(3+32G)移动定制,牧申手机旗舰店,￥988.00,600+条评价
酷派（Coolpad） 8737A 移动4G版 全网通智能 双卡双待 锐志金 （2GB+16GB）,博海宇通手机旗舰店,￥465.00,800+条评价
小米（MI） 红米note5  魔力蓝 全网通(4G+64G),伟德手机专营店,￥1245.00,50+条评价
【现货速发】魅族（MEIZU）  M15面容解锁4G智能 曜岩黑 4G+64GB全网通,长宏时代手机专营店,￥1699.00,4条评价
华为（HUAWEI） 华为畅享7 Plus  香槟金 全网通(4GB+64GB),松锐手机专营店,￥1259.00,100+条评价
华为（HUAWEI） 荣耀8青春版 移动联通电信 全网通4G 智能 双卡双待 幻海蓝 移动全网版(4G RAM+64G ROM),岗隆手机专营店,￥1199.00,50+条评价
Apple 苹果X  iPhoneX 港版 移动联通 全面屏智能 银色 港版移动联通256GB,东源全球购专营店,￥7888.00,8条评价
天语（K-TOUCH） Q31 移动联通  三防老年双灯大字体 超长待机老人机 军绿色 移动联通版,佩娟手机专营店,￥158.00,100+条评价
Apple 苹果 iPhone X 全面屏 深空灰 (全网通 64GB),博海宇通手机旗舰店,￥7626.00,30+条评价
华为（HUAWEI） nova2 plus  草木绿 全网通(4G+128G),培新数码旗舰店,￥1838.00,700+条评价
华为（HUAWEI） 荣耀 畅玩7A 移动联通电信4G全面屏 双卡双待 铂光金 2GB+32GB,岗隆手机专营店,￥799.00,30+条评价
魅族（MEIZU） 魅蓝 Note6全网通公开版智能  移动联通电信4G 双卡双待 香槟金 移动版(3G RAM+32G ROM),宏乐迪手机专营店,￥899.00,20+条评价
小米（MI） 红米Note5 全面屏 3GB+32GB 浅蓝色 全网通移动联通电信4G 双卡双待 黑色 全网通【6G+64GB】,广中达手机专营店,￥1599.00,0条评价
